CustomerID,Age,Gender,MaritalStatus,IncomeLevel,TransactionID,TransactionDate,AmountSpent,ProductCategory,InteractionID,InteractionDate,InteractionType,ResolutionStatus,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus
15,42,M,Divorced,Medium,5338,2022-01-26,406.29,Groceries,3914,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,0
15,42,M,Divorced,Medium,4936,2022-08-16,151.88,Furniture,6644,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,0
15,42,M,Divorced,Medium,4936,2022-08-16,151.88,Furniture,3914,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,0
15,42,M,Divorced,Medium,3147,2022-12-16,185.6,Clothing,6644,2022-10-18,Feedback,Unresolved,2023-06-15,44,Online Banking,0
15,42,M,Divorced,Medium,3147,2022-12-16,185.6,Clothing,3914,2022-02-04,Complaint,Unresolved,2023-06-15,44,Online Banking,0
16,30,F,Single,Medium,9620,2022-11-25,52.67,Books,5761,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,30,F,Single,Medium,9620,2022-11-25,52.67,Books,9278,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,30,F,Single,Medium,5751,2022-07-23,352.99,Books,5761,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,30,F,Single,Medium,5751,2022-07-23,352.99,Books,9278,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,30,F,Single,Medium,3844,2022-11-22,250.51,Furniture,5761,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,30,F,Single,Medium,3844,2022-11-22,250.51,Furniture,9278,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,30,F,Single,Medium,6371,2022-11-14,154.7,Books,5761,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,30,F,Single,Medium,6371,2022-11-14,154.7,Books,9278,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,30,F,Single,Medium,4438,2022-08-09,470.53,Clothing,5761,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,30,F,Single,Medium,4438,2022-08-09,470.53,Clothing,9278,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,30,F,Single,Medium,6637,2022-08-07,97.06,Electronics,5761,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,30,F,Single,Medium,6637,2022-08-07,97.06,Electronics,9278,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,30,F,Single,Medium,6615,2022-12-14,159.18,Furniture,5761,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,30,F,Single,Medium,6615,2022-12-14,159.18,Furniture,9278,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,30,F,Single,Medium,7531,2022-09-01,147.82,Furniture,5761,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,30,F,Single,Medium,7531,2022-09-01,147.82,Furniture,9278,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,30,F,Single,Medium,1141,2022-11-13,334.33,Books,5761,2022-06-30,Inquiry,Resolved,2023-03-15,41,Online Banking,1
16,30,F,Single,Medium,1141,2022-11-13,334.33,Books,9278,2022-09-08,Inquiry,Resolved,2023-03-15,41,Online Banking,1
17,19,M,Married,Low,1301,2022-06-03,67.2,Groceries,2246,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,19,M,Married,Low,1301,2022-06-03,67.2,Groceries,7540,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
17,19,M,Married,Low,7359,2022-09-29,92.54,Electronics,2246,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,19,M,Married,Low,7359,2022-09-29,92.54,Electronics,7540,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
17,19,M,Married,Low,2767,2022-07-19,344.04,Electronics,2246,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,19,M,Married,Low,2767,2022-07-19,344.04,Electronics,7540,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
17,19,M,Married,Low,3589,2022-07-23,431.79,Books,2246,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,19,M,Married,Low,3589,2022-07-23,431.79,Books,7540,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
17,19,M,Married,Low,9294,2022-11-24,121.62,Furniture,2246,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,19,M,Married,Low,9294,2022-11-24,121.62,Furniture,7540,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
17,19,M,Married,Low,4397,2022-06-27,124.02,Clothing,2246,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,19,M,Married,Low,4397,2022-06-27,124.02,Clothing,7540,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
17,19,M,Married,Low,4890,2022-07-01,444.06,Groceries,2246,2022-05-11,Inquiry,Unresolved,2023-09-03,8,Online Banking,0
17,19,M,Married,Low,4890,2022-07-01,444.06,Groceries,7540,2022-05-06,Inquiry,Resolved,2023-09-03,8,Online Banking,0
18,56,F,Married,High,4769,2022-05-27,164.11,Groceries,9487,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,1
18,56,F,Married,High,1171,2022-08-30,97.23,Furniture,9487,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,1
18,56,F,Married,High,6170,2022-04-28,281.73,Books,9487,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,1
18,56,F,Married,High,1028,2022-02-08,154.09,Furniture,9487,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,1
18,56,F,Married,High,9033,2022-01-14,254.22,Books,9487,2022-11-08,Inquiry,Unresolved,2023-11-24,37,Website,1
19,57,F,Divorced,High,3893,2022-10-14,382.15,Furniture,9979,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,57,F,Divorced,High,3893,2022-10-14,382.15,Furniture,8180,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,57,F,Divorced,High,9830,2022-05-09,477.83,Furniture,9979,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,57,F,Divorced,High,9830,2022-05-09,477.83,Furniture,8180,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,57,F,Divorced,High,5865,2022-07-18,19.8,Groceries,9979,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,57,F,Divorced,High,5865,2022-07-18,19.8,Groceries,8180,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,57,F,Divorced,High,6290,2022-12-22,125.66,Furniture,9979,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,57,F,Divorced,High,6290,2022-12-22,125.66,Furniture,8180,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,57,F,Divorced,High,8988,2022-12-21,11.82,Clothing,9979,2022-11-28,Complaint,Unresolved,2023-03-08,39,Online Banking,0
19,57,F,Divorced,High,8988,2022-12-21,11.82,Clothing,8180,2022-04-18,Complaint,Unresolved,2023-03-08,39,Online Banking,0
20,41,M,Single,Low,1490,2022-07-12,345.75,Groceries,9094,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,41,M,Single,Low,2219,2022-12-17,191.96,Electronics,9094,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,41,M,Single,Low,4307,2022-02-02,324.99,Clothing,9094,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,41,M,Single,Low,8961,2022-11-26,488.22,Clothing,9094,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,41,M,Single,Low,7435,2022-10-19,39.34,Groceries,9094,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,41,M,Single,Low,4846,2022-09-14,485.84,Clothing,9094,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,41,M,Single,Low,5167,2022-09-20,122.1,Groceries,9094,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,41,M,Single,Low,9861,2022-04-14,315.55,Furniture,9094,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
20,41,M,Single,Low,4640,2022-04-04,462.1,Books,9094,2022-07-19,Feedback,Resolved,2023-08-15,16,Website,0
22,42,F,Divorced,Low,3133,2022-08-12,247.99,Furniture,2931,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,42,F,Divorced,Low,3133,2022-08-12,247.99,Furniture,6355,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,42,F,Divorced,Low,6885,2022-10-07,463.48,Groceries,2931,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,42,F,Divorced,Low,6885,2022-10-07,463.48,Groceries,6355,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,42,F,Divorced,Low,8646,2022-10-19,218.65,Clothing,2931,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,42,F,Divorced,Low,8646,2022-10-19,218.65,Clothing,6355,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,42,F,Divorced,Low,6250,2022-05-30,89.96,Furniture,2931,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,42,F,Divorced,Low,6250,2022-05-30,89.96,Furniture,6355,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,42,F,Divorced,Low,5095,2022-09-26,402.9,Books,2931,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,42,F,Divorced,Low,5095,2022-09-26,402.9,Books,6355,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,42,F,Divorced,Low,5195,2022-02-01,159.75,Furniture,2931,2022-01-07,Inquiry,Resolved,2023-05-06,42,Mobile App,0
22,42,F,Divorced,Low,5195,2022-02-01,159.75,Furniture,6355,2022-08-06,Inquiry,Resolved,2023-05-06,42,Mobile App,0
23,35,F,Divorced,Low,8983,2022-11-07,345.79,Groceries,4991,2022-03-18,Complaint,Unresolved,2023-07-07,19,Mobile App,0
23,35,F,Divorced,Low,8983,2022-11-07,345.79,Groceries,6401,2022-02-23,Complaint,Resolved,2023-07-07,19,Mobile App,0
23,35,F,Divorced,Low,4105,2022-04-10,457.01,Books,4991,2022-03-18,Complaint,Unresolved,2023-07-07,19,Mobile App,0
23,35,F,Divorced,Low,4105,2022-04-10,457.01,Books,6401,2022-02-23,Complaint,Resolved,2023-07-07,19,Mobile App,0
23,35,F,Divorced,Low,2838,2022-01-19,273.08,Groceries,4991,2022-03-18,Complaint,Unresolved,2023-07-07,19,Mobile App,0
23,35,F,Divorced,Low,2838,2022-01-19,273.08,Groceries,6401,2022-02-23,Complaint,Resolved,2023-07-07,19,Mobile App,0
23,35,F,Divorced,Low,1498,2022-02-11,414.86,Books,4991,2022-03-18,Complaint,Unresolved,2023-07-07,19,Mobile App,0
23,35,F,Divorced,Low,1498,2022-02-11,414.86,Books,6401,2022-02-23,Complaint,Resolved,2023-07-07,19,Mobile App,0
24,55,M,Widowed,Medium,4322,2022-06-07,76.78,Clothing,2733,2022-11-02,Complaint,Resolved,2023-10-04,12,Mobile App,0
24,55,M,Widowed,Medium,5599,2022-12-12,128.8,Books,2733,2022-11-02,Complaint,Resolved,2023-10-04,12,Mobile App,0
24,55,M,Widowed,Medium,9658,2022-11-07,431.03,Furniture,2733,2022-11-02,Complaint,Resolved,2023-10-04,12,Mobile App,0
24,55,M,Widowed,Medium,7717,2022-02-11,485.5,Groceries,2733,2022-11-02,Complaint,Resolved,2023-10-04,12,Mobile App,0
24,55,M,Widowed,Medium,2676,2022-10-29,21.11,Clothing,2733,2022-11-02,Complaint,Resolved,2023-10-04,12,Mobile App,0
25,43,F,Married,Low,5648,2022-09-14,330.41,Groceries,8432,2022-12-06,Feedback,Resolved,2023-02-15,27,Mobile App,0
25,43,F,Married,Low,4092,2022-09-07,392.9,Books,8432,2022-12-06,Feedback,Resolved,2023-02-15,27,Mobile App,0
25,43,F,Married,Low,7927,2022-10-07,41.46,Groceries,8432,2022-12-06,Feedback,Resolved,2023-02-15,27,Mobile App,0
26,31,M,Single,Medium,9145,2022-12-10,318.48,Books,3912,2022-12-12,Complaint,Resolved,2023-09-29,45,Mobile App,1
26,31,M,Single,Medium,1480,2022-12-28,45.91,Furniture,3912,2022-12-12,Complaint,Resolved,2023-09-29,45,Mobile App,1
26,31,M,Single,Medium,8843,2022-07-31,207.37,Clothing,3912,2022-12-12,Complaint,Resolved,2023-09-29,45,Mobile App,1
27,26,M,Widowed,Medium,4425,2022-05-12,288.66,Books,9414,2022-06-13,Feedback,Unresolved,2023-10-01,22,Mobile App,0
27,26,M,Widowed,Medium,5786,2022-01-04,344.59,Furniture,9414,2022-06-13,Feedback,Unresolved,2023-10-01,22,Mobile App,0
27,26,M,Widowed,Medium,4102,2022-05-18,390.78,Electronics,9414,2022-06-13,Feedback,Unresolved,2023-10-01,22,Mobile App,0
27,26,M,Widowed,Medium,2276,2022-11-10,415.81,Electronics,9414,2022-06-13,Feedback,Unresolved,2023-10-01,22,Mobile App,0
27,26,M,Widowed,Medium,1996,2022-07-23,191.92,Clothing,9414,2022-06-13,Feedback,Unresolved,2023-10-01,22,Mobile App,0
27,26,M,Widowed,Medium,2452,2022-07-14,172.02,Groceries,9414,2022-06-13,Feedback,Unresolved,2023-10-01,22,Mobile App,0
27,26,M,Widowed,Medium,6309,2022-02-11,348.97,Clothing,9414,2022-06-13,Feedback,Unresolved,2023-10-01,22,Mobile App,0
27,26,M,Widowed,Medium,7397,2022-02-05,57.85,Groceries,9414,2022-06-13,Feedback,Unresolved,2023-10-01,22,Mobile App,0
28,27,F,Widowed,High,5739,2022-12-18,56.85,Electronics,4174,2022-04-14,Complaint,Unresolved,2023-10-26,42,Online Banking,0
28,27,F,Widowed,High,5739,2022-12-18,56.85,Electronics,2029,2022-12-01,Inquiry,Unresolved,2023-10-26,42,Online Banking,0
28,27,F,Widowed,High,1702,2022-01-26,329.36,Books,4174,2022-04-14,Complaint,Unresolved,2023-10-26,42,Online Banking,0
28,27,F,Widowed,High,1702,2022-01-26,329.36,Books,2029,2022-12-01,Inquiry,Unresolved,2023-10-26,42,Online Banking,0
28,27,F,Widowed,High,2248,2022-07-15,467.92,Electronics,4174,2022-04-14,Complaint,Unresolved,2023-10-26,42,Online Banking,0
28,27,F,Widowed,High,2248,2022-07-15,467.92,Electronics,2029,2022-12-01,Inquiry,Unresolved,2023-10-26,42,Online Banking,0
28,27,F,Widowed,High,4690,2022-01-06,339.61,Furniture,4174,2022-04-14,Complaint,Unresolved,2023-10-26,42,Online Banking,0
